Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Contract_Month-to-month,NoSeniorCitizen_Contract_Month-to-month,PaymentMethod0_Contract_Month-to-month0,InternetService_Fiber optic,StreamingTV_NoInternetService,No_OB_DP_TS,TotalServices,SenCit_Dependents,Partner_Dependents,SenCit_Partner,SenCit_Contract,SenCit_TechSupport,SenCit_PayMeth,Contract_mean_totCharges,Contract_totCharges_diff,PayMeth_mean_monthCharges,PayMeth_monthCharges_diff,Tenure_cat,MonthlyCharges_cat
0,0,0,0,43,1,2,0,0,2,2,2,2,2,1,0,1,85.1,3662.25,0,1,0,0,1,1,1,1,0,0,0,1,2,1,3018.965635738831,643.2843642611688,66.7036565324568,18.39634346754319,3,0
0,0,1,0,6,1,2,1,0,2,0,0,0,2,0,1,0,90.75,512.25,0,0,1,1,0,1,1,2,0,1,1,0,0,0,1370.9231314432975,-858.6731314432975,62.961703124999964,27.788296875000036,0,0
1,1,1,0,64,1,2,1,0,0,2,2,2,2,2,0,0,102.1,6538.45,0,1,0,0,0,1,1,2,1,1,2,3,3,1,3683.643191800877,2854.8068081991228,62.961703124999964,39.13829687500003,5,0
0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,0,0,75.45,480.75,1,0,1,1,0,1,0,2,0,0,0,0,0,0,1370.9231314432975,-890.1731314432975,62.961703124999964,12.488296875000039,0,0
1,0,0,1,4,1,2,1,0,0,0,2,0,0,0,0,1,80.8,332.45,1,0,1,0,0,1,1,2,1,1,0,0,2,1,1370.9231314432975,-1038.4731314432975,66.7036565324568,14.096343467543193,0,0
0,0,0,0,37,0,1,0,0,0,2,0,0,2,0,1,1,40.2,1478.85,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1370.9231314432975,107.9268685567024,66.7036565324568,-26.5036565324568,3,0
0,0,1,1,10,1,2,1,2,0,0,0,2,2,0,1,0,100.25,1064.65,1,0,1,1,0,1,0,2,1,2,1,0,0,0,1370.9231314432975,-306.2731314432974,62.961703124999964,37.288296875000036,0,0
1,0,0,1,2,1,0,2,1,1,1,1,1,1,0,0,0,19.25,48.35,0,0,1,1,1,0,1,7,1,1,0,0,1,0,1370.9231314432975,-1322.5731314432976,62.961703124999964,-43.711703124999964,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,44.9,44.9,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1370.9231314432975,-1326.0231314432974,66.7036565324568,-21.803656532456806,0,0
1,0,0,0,28,1,0,1,0,0,2,2,0,2,0,0,0,91.0,2626.15,0,0,1,1,0,1,1,2,0,0,0,0,2,0,1370.9231314432975,1255.2268685567026,62.961703124999964,28.038296875000036,2,0
1,0,0,1,9,1,0,2,1,1,1,1,1,1,1,0,0,20.1,190.25,0,1,0,0,1,0,1,7,1,1,0,1,1,0,3018.965635738831,-2828.715635738831,62.961703124999964,-42.86170312499996,0,0
1,0,1,0,67,1,2,1,0,2,0,0,2,0,1,1,1,88.4,5798.3,0,1,0,0,0,1,1,2,0,1,1,1,0,1,3018.965635738831,2779.334364261169,66.7036565324568,21.6963434675432,5,0
0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,55.0,55.0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1370.9231314432975,-1315.9231314432975,66.7036565324568,-11.703656532456804,0,0
1,0,1,1,72,1,0,0,0,2,2,0,2,2,2,1,1,75.4,5480.25,0,1,0,0,1,1,1,1,1,2,1,2,0,1,3683.643191800877,1796.606808199123,66.7036565324568,8.696343467543201,5,0
0,0,0,1,15,1,0,0,2,2,2,2,0,0,1,0,1,65.6,1010.0,0,1,0,0,1,1,1,1,1,1,0,1,2,1,3018.965635738831,-2008.9656357388312,66.7036565324568,-1.1036565324568102,1,0
0,0,1,1,34,1,0,0,2,2,2,2,2,2,2,0,0,84.75,2839.45,0,1,0,0,1,1,1,1,1,2,1,2,2,0,3683.643191800877,-844.1931918008772,62.961703124999964,21.788296875000036,2,0
1,0,0,1,14,1,0,2,1,1,1,1,1,1,0,0,0,19.95,268.4,0,0,1,1,1,0,1,7,1,1,0,0,1,0,1370.9231314432975,-1102.5231314432976,62.961703124999964,-43.01170312499997,1,0
0,1,0,0,41,1,0,1,0,0,2,2,2,2,1,1,1,101.1,4016.2,0,1,0,0,0,1,1,2,1,0,1,2,3,2,3018.965635738831,997.2343642611686,66.7036565324568,34.39634346754319,3,0
1,0,1,1,72,1,2,1,2,2,2,0,2,2,2,1,1,108.4,7767.25,0,1,0,0,0,1,1,2,1,2,1,2,0,1,3683.643191800877,4083.606808199123,66.7036565324568,41.6963434675432,5,0
1,0,0,1,41,1,0,1,2,2,2,2,2,2,2,1,0,111.15,4507.15,0,1,0,0,0,1,1,2,1,1,0,2,2,0,3683.643191800877,823.5068081991226,62.961703124999964,48.18829687500004,3,0
0,0,0,1,1,1,2,2,1,1,1,1,1,1,0,0,0,25.4,25.4,0,0,1,1,1,0,1,7,1,1,0,0,1,0,1370.9231314432975,-1345.5231314432974,62.961703124999964,-37.561703124999966,0,0
0,0,1,1,72,1,2,2,1,1,1,1,1,1,1,1,1,23.3,1623.15,0,1,0,0,1,0,1,7,1,2,1,1,1,1,3018.965635738831,-1395.8156357388311,66.7036565324568,-43.40365653245681,5,0
0,0,0,0,13,0,1,0,0,2,0,0,0,0,0,0,0,29.15,357.15,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1370.9231314432975,-1013.7731314432975,62.961703124999964,-33.811703124999966,1,0
0,0,1,1,11,0,1,0,2,0,0,0,2,2,0,0,0,50.55,565.35,0,0,1,1,1,1,0,0,1,2,1,0,0,0,1370.9231314432975,-805.5731314432975,62.961703124999964,-12.411703124999967,0,0
0,0,1,1,34,0,1,0,2,0,2,2,2,2,1,0,0,61.25,1993.2,0,1,0,0,1,1,1,0,1,2,1,1,2,0,3018.965635738831,-1025.7656357388312,62.961703124999964,-1.7117031249999641,2,0
1,0,0,0,51,1,2,1,0,0,0,0,0,2,0,0,1,83.4,4149.45,0,0,1,0,0,1,0,2,0,0,0,0,0,1,1370.9231314432975,2778.5268685567025,66.7036565324568,16.6963434675432,4,0
0,0,1,0,1,1,0,2,1,1,1,1,1,1,0,1,1,20.3,20.3,0,0,1,0,1,0,1,7,0,1,1,0,1,1,1370.9231314432975,-1350.6231314432976,66.7036565324568,-46.40365653245681,0,0
1,0,1,1,7,1,0,0,2,0,2,2,0,2,0,1,1,71.35,515.75,0,0,1,0,1,1,1,1,1,2,1,0,2,1,1370.9231314432975,-855.1731314432975,66.7036565324568,4.64634346754319,0,0
1,0,0,0,69,1,2,1,2,2,2,0,2,2,2,1,1,110.05,7430.75,0,1,0,0,0,1,1,2,0,0,0,2,0,1,3683.643191800877,3747.106808199123,66.7036565324568,43.34634346754319,5,0
1,0,1,1,26,1,0,1,0,0,0,0,0,2,1,0,1,78.95,2034.25,0,1,0,0,0,1,0,2,1,2,1,1,0,1,3018.965635738831,-984.7156357388312,66.7036565324568,12.246343467543198,2,0
1,0,1,1,51,1,2,1,0,2,0,2,0,0,1,0,1,84.2,4299.75,0,1,0,0,0,1,1,2,1,2,1,1,2,1,3018.965635738831,1280.7843642611688,66.7036565324568,17.4963434675432,4,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,19.9,19.9,0,0,1,0,1,0,1,7,0,0,0,0,1,1,1370.9231314432975,-1351.0231314432974,66.7036565324568,-46.803656532456806,0,0
0,0,1,0,56,1,0,1,0,0,2,2,2,2,0,1,0,98.7,5669.5,0,0,1,1,0,1,1,2,0,1,1,0,2,0,1370.9231314432975,4298.576868556703,62.961703124999964,35.73829687500004,4,0
0,0,1,1,16,0,1,0,0,0,0,0,0,2,0,1,1,35.5,552.7,0,0,1,0,1,1,0,0,1,2,1,0,0,1,1370.9231314432975,-818.2231314432975,66.7036565324568,-31.203656532456804,1,0
1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,70.85,70.85,1,0,0,1,0,1,0,2,1,1,2,1,1,1,1370.9231314432975,-1300.0731314432976,62.961703124999964,7.88829687500003,0,0
1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,35.45,35.45,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1370.9231314432975,-1335.4731314432975,62.961703124999964,-27.51170312499996,0,0
0,0,1,1,23,1,0,2,1,1,1,1,1,1,2,0,1,20.4,478.75,0,1,0,0,1,0,1,7,1,2,1,2,1,1,3683.643191800877,-3204.893191800877,66.7036565324568,-46.303656532456806,1,0
1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,69.6,207.4,0,0,1,1,0,1,0,2,0,0,0,0,0,0,1370.9231314432975,-1163.5231314432974,62.961703124999964,6.63829687500003,0,0
1,0,0,0,12,1,0,1,2,0,2,0,0,0,0,0,1,81.7,858.6,1,0,1,0,0,1,1,2,0,0,0,0,0,1,1370.9231314432975,-512.3231314432975,66.7036565324568,14.996343467543198,1,0
1,1,1,0,7,1,2,1,0,0,0,0,2,2,0,1,1,95.6,644.35,1,0,0,0,0,1,0,2,1,1,2,1,1,2,1370.9231314432975,-726.5731314432975,66.7036565324568,28.89634346754319,0,0
0,0,0,0,45,1,0,1,2,2,0,0,2,2,1,1,0,100.3,4483.95,0,1,0,0,0,1,1,2,0,0,0,1,0,0,3018.965635738831,1464.9843642611686,62.961703124999964,37.33829687500003,3,0
1,0,1,1,65,1,0,2,1,1,1,1,1,1,2,1,1,19.85,1267.05,0,1,0,0,1,0,1,7,1,2,1,2,1,1,3683.643191800877,-2416.5931918008773,66.7036565324568,-46.8536565324568,5,0
0,0,0,0,29,1,2,1,0,0,0,0,0,0,0,1,1,76.0,2215.25,0,0,1,0,0,1,0,2,0,0,0,0,0,1,1370.9231314432975,844.3268685567025,66.7036565324568,9.296343467543196,2,0
1,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,0,21.2,52.05,0,1,0,0,1,0,1,7,0,0,0,1,1,0,3018.965635738831,-2966.915635738831,62.961703124999964,-41.76170312499997,0,0
0,0,1,1,0,0,1,0,2,2,2,2,2,0,2,0,1,56.05,0.0,0,1,0,0,1,1,1,0,1,2,1,2,2,1,3683.643191800877,-3683.643191800877,66.7036565324568,-10.653656532456807,0,0
1,0,1,1,8,1,0,2,1,1,1,1,1,1,2,0,0,19.7,130.25,0,1,0,0,1,0,1,7,1,2,1,2,1,0,3683.643191800877,-3553.393191800877,62.961703124999964,-43.26170312499997,0,0
1,0,1,0,72,1,0,0,2,2,0,2,2,2,2,1,1,79.35,5753.25,0,1,0,0,1,1,1,1,0,1,1,2,2,1,3683.643191800877,2069.606808199123,66.7036565324568,12.64634346754319,5,0
1,0,1,0,47,1,2,1,2,0,2,2,2,2,1,1,1,110.85,5275.8,1,1,0,0,0,1,1,2,0,1,1,1,2,1,3018.965635738831,2256.834364261169,66.7036565324568,44.14634346754319,3,0
1,0,0,0,30,1,0,1,0,0,0,0,2,2,0,1,0,90.25,2755.35,1,0,1,1,0,1,0,2,0,0,0,0,0,0,1370.9231314432975,1384.4268685567024,62.961703124999964,27.288296875000036,2,0
1,0,1,1,52,1,0,2,1,1,1,1,1,1,2,0,0,19.2,1054.75,0,1,0,0,1,0,1,7,1,2,1,2,1,0,3683.643191800877,-2628.893191800877,62.961703124999964,-43.76170312499997,4,0
1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,1,25.75,1864.2,0,1,0,0,1,0,1,7,0,1,1,2,1,1,3683.643191800877,-1819.443191800877,66.7036565324568,-40.953656532456804,5,0
0,0,0,0,39,0,1,0,2,2,0,2,0,0,1,0,1,41.15,1700.9,0,1,0,0,1,1,1,0,0,0,0,1,2,1,3018.965635738831,-1318.0656357388311,66.7036565324568,-25.553656532456806,3,0
0,1,0,0,34,0,1,0,0,2,2,0,2,2,0,1,0,56.25,1765.95,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1370.9231314432975,395.02686855670254,62.961703124999964,-6.711703124999964,2,0
0,0,1,0,23,1,2,1,0,0,2,0,0,2,0,0,0,90.15,2044.95,0,0,1,1,0,1,1,2,0,1,1,0,0,0,1370.9231314432975,674.0268685567025,62.961703124999964,27.18829687500004,1,0
0,0,0,1,2,1,2,1,0,0,0,0,2,2,0,1,1,94.2,193.8,1,0,1,0,0,1,0,2,1,1,0,0,0,1,1370.9231314432975,-1177.1231314432976,66.7036565324568,27.4963434675432,0,0
1,0,0,0,42,1,0,2,1,1,1,1,1,1,1,0,1,19.8,849.9,0,1,0,0,1,0,1,7,0,0,0,1,1,1,3018.965635738831,-2169.065635738831,66.7036565324568,-46.90365653245681,3,0
1,0,0,0,32,1,0,0,0,0,0,0,2,2,1,1,1,64.85,2010.95,0,1,0,0,1,1,0,1,0,0,0,1,0,1,3018.965635738831,-1008.0156357388312,66.7036565324568,-1.8536565324568102,2,0
1,0,0,0,4,1,2,1,0,2,0,0,0,2,0,1,0,90.05,368.1,1,0,1,1,0,1,1,2,0,0,0,0,0,0,1370.9231314432975,-1002.8231314432975,62.961703124999964,27.088296875000033,0,0
1,0,1,1,44,0,1,0,2,2,2,2,0,2,2,1,1,54.05,2375.2,0,1,0,0,1,1,1,0,1,2,1,2,2,1,3683.643191800877,-1308.4431918008772,66.7036565324568,-12.653656532456807,3,0
0,0,1,0,72,1,2,1,2,2,2,0,2,2,2,1,1,110.65,8065.65,0,1,0,0,0,1,1,2,0,1,1,2,0,1,3683.643191800877,4382.006808199123,66.7036565324568,43.9463434675432,5,0
0,0,1,0,55,1,2,1,0,2,2,0,2,2,0,1,1,103.65,5676.65,0,0,1,0,0,1,1,2,0,1,1,0,0,1,1370.9231314432975,4305.726868556702,66.7036565324568,36.9463434675432,4,0
1,0,0,0,12,1,2,1,0,2,2,2,2,2,0,1,0,112.95,1384.75,1,0,1,1,0,1,1,2,0,0,0,0,2,0,1370.9231314432975,13.826868556702493,62.961703124999964,49.98829687500004,1,0
0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,0,20.0,109.2,0,0,1,1,1,0,1,7,0,0,0,0,1,0,1370.9231314432975,-1261.7231314432975,62.961703124999964,-42.961703124999964,0,0
1,1,1,0,36,1,2,1,0,0,0,0,0,2,0,1,0,84.1,3021.6,1,0,0,1,0,1,0,2,1,1,2,1,1,1,1370.9231314432975,1650.6768685567024,62.961703124999964,21.13829687500003,3,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,25.25,25.25,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1370.9231314432975,-1345.6731314432975,62.961703124999964,-37.711703124999964,0,0
1,1,1,0,9,1,0,2,1,1,1,1,1,1,1,0,1,19.85,183.15,0,1,0,0,1,0,1,7,1,1,2,2,2,2,3018.965635738831,-2835.815635738831,66.7036565324568,-46.8536565324568,0,0
0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,1,90.95,6468.6,0,1,0,0,1,1,1,1,0,1,1,2,2,1,3683.643191800877,2784.9568081991233,66.7036565324568,24.2463434675432,5,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,20.25,20.25,0,0,1,1,1,0,1,7,0,0,0,0,1,0,1370.9231314432975,-1350.6731314432975,62.961703124999964,-42.711703124999964,0,0
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,0,78.95,78.95,1,0,1,1,0,1,0,2,0,0,0,0,0,0,1370.9231314432975,-1291.9731314432975,62.961703124999964,15.988296875000039,0,0
0,1,1,0,18,0,1,0,0,0,2,0,2,2,0,1,0,48.35,810.7,1,0,0,1,1,1,1,0,1,1,2,1,1,1,1370.9231314432975,-560.2231314432975,62.961703124999964,-14.611703124999963,1,0
0,0,0,0,6,1,0,0,2,2,0,0,0,0,0,0,0,55.15,322.9,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1370.9231314432975,-1048.0231314432976,62.961703124999964,-7.8117031249999656,0,0
0,0,0,0,50,1,0,1,0,2,0,2,2,2,2,1,0,100.2,5038.45,0,1,0,0,0,1,1,2,0,0,0,2,2,0,3683.643191800877,1354.8068081991228,62.961703124999964,37.23829687500004,4,0
0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,1,19.9,1397.3,0,1,0,0,1,0,1,7,1,2,1,2,1,1,3683.643191800877,-2286.3431918008773,66.7036565324568,-46.803656532456806,5,0
1,0,0,0,4,1,0,1,0,0,0,0,2,0,0,0,0,77.85,299.2,1,0,1,1,0,1,0,2,0,0,0,0,0,0,1370.9231314432975,-1071.7231314432975,62.961703124999964,14.88829687500003,0,0
1,0,1,1,40,1,2,1,2,2,0,2,2,2,0,1,1,110.1,4469.1,0,0,1,0,0,1,1,2,1,2,1,0,2,1,1370.9231314432975,3098.176868556703,66.7036565324568,43.39634346754319,3,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,70.6,70.6,1,0,1,1,0,1,0,2,0,0,0,0,0,0,1370.9231314432975,-1300.3231314432976,62.961703124999964,7.63829687500003,0,0
0,0,0,1,8,1,0,2,1,1,1,1,1,1,0,0,0,20.05,163.6,0,0,1,1,1,0,1,7,1,1,0,0,1,0,1370.9231314432975,-1207.3231314432976,62.961703124999964,-42.91170312499996,0,0
1,1,1,0,69,1,2,1,2,2,0,0,0,0,0,1,1,84.9,5785.65,0,0,0,0,0,1,1,2,1,1,2,1,1,2,1370.9231314432975,4414.726868556702,66.7036565324568,18.1963434675432,5,0
0,0,1,1,3,1,0,1,0,0,0,0,0,2,0,1,0,80.3,250.05,1,0,1,1,0,1,0,2,1,2,1,0,0,0,1370.9231314432975,-1120.8731314432976,62.961703124999964,17.338296875000033,0,0
1,0,1,0,37,1,0,1,0,0,2,2,0,2,0,1,0,90.35,3419.3,0,0,1,1,0,1,1,2,0,1,1,0,2,0,1370.9231314432975,2048.376868556703,62.961703124999964,27.38829687500003,3,0
0,0,0,0,66,1,2,1,0,0,2,0,2,0,1,1,1,92.15,6056.9,0,1,0,0,0,1,1,2,0,0,0,1,0,1,3018.965635738831,3037.9343642611684,66.7036565324568,25.4463434675432,5,0
0,1,0,0,3,1,0,1,0,0,2,0,0,0,0,0,0,73.85,196.4,0,0,0,1,0,1,1,2,1,0,1,1,1,1,1370.9231314432975,-1174.5231314432974,62.961703124999964,10.88829687500003,0,0
1,0,1,0,71,1,2,1,0,2,2,0,0,2,0,1,1,93.25,6669.45,0,0,1,0,0,1,1,2,0,1,1,0,0,1,1370.9231314432975,5298.5268685567025,66.7036565324568,26.546343467543196,5,0
0,1,1,0,1,1,2,1,0,0,2,0,2,2,0,1,0,100.8,100.8,1,0,0,1,0,1,1,2,1,1,2,1,1,1,1370.9231314432975,-1270.1231314432976,62.961703124999964,37.83829687500003,0,0
0,0,1,1,72,1,0,0,2,2,2,2,2,2,2,0,1,85.3,6129.2,0,1,0,0,1,1,1,1,1,2,1,2,2,1,3683.643191800877,2445.5568081991228,66.7036565324568,18.596343467543193,5,0
1,0,0,0,65,1,2,2,1,1,1,1,1,1,1,0,1,24.8,1600.95,0,1,0,0,1,0,1,7,0,0,0,1,1,1,3018.965635738831,-1418.0156357388312,66.7036565324568,-41.90365653245681,5,0
0,0,0,1,12,1,2,1,0,0,0,0,2,0,0,1,0,84.05,966.55,0,0,1,1,0,1,0,2,1,1,0,0,0,0,1370.9231314432975,-404.37313144329755,62.961703124999964,21.088296875000033,1,0
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,0,20.25,61.45,0,0,1,1,1,0,1,7,0,0,0,0,1,0,1370.9231314432975,-1309.4731314432975,62.961703124999964,-42.711703124999964,0,0
0,0,0,1,4,1,0,1,0,0,2,2,2,2,0,1,1,98.1,396.3,1,0,1,0,0,1,1,2,1,1,0,0,2,1,1370.9231314432975,-974.6231314432976,66.7036565324568,31.39634346754319,0,0
0,0,1,1,13,1,0,2,1,1,1,1,1,1,2,0,0,20.85,272.35,0,1,0,0,1,0,1,7,1,2,1,2,1,0,3683.643191800877,-3411.293191800877,62.961703124999964,-42.11170312499996,1,0
0,1,1,1,46,1,2,1,2,2,0,2,2,2,0,1,0,110.2,4972.1,0,0,0,1,0,1,1,2,2,2,2,1,3,1,1370.9231314432975,3601.176868556703,62.961703124999964,47.23829687500004,3,0
0,0,1,1,35,1,2,0,2,2,0,0,0,0,0,1,1,59.45,2136.9,0,0,1,0,1,1,1,1,1,2,1,0,0,1,1370.9231314432975,765.9768685567026,66.7036565324568,-7.253656532456802,2,0
1,0,0,0,15,1,2,0,0,0,0,0,0,0,0,0,0,51.55,765.5,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1370.9231314432975,-605.4231314432975,62.961703124999964,-11.411703124999967,1,0
1,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,1,70.7,553.4,0,0,1,0,0,1,0,2,0,0,0,0,0,1,1370.9231314432975,-817.5231314432975,66.7036565324568,3.9963434675431984,0,0
1,0,1,1,58,1,2,1,0,0,0,0,2,0,2,0,1,82.5,4828.05,0,1,0,0,0,1,0,2,1,2,1,2,0,1,3683.643191800877,1144.4068081991231,66.7036565324568,15.796343467543196,4,0
1,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,1,20.15,20.15,0,0,1,0,1,0,1,7,1,2,1,0,1,1,1370.9231314432975,-1350.7731314432974,66.7036565324568,-46.553656532456806,0,0
1,1,0,0,39,1,2,1,0,2,0,0,0,2,0,0,0,90.7,3413.25,0,0,0,1,0,1,1,2,1,0,1,1,1,1,1370.9231314432975,2042.3268685567025,62.961703124999964,27.73829687500004,3,0
0,0,1,1,33,1,0,1,0,0,2,0,2,2,1,1,0,93.8,3124.5,1,1,0,0,0,1,1,2,1,2,1,1,0,0,3018.965635738831,105.53436426116878,62.961703124999964,30.838296875000033,2,0
1,1,1,1,60,1,2,1,2,2,0,0,0,2,0,1,0,93.25,5774.55,0,0,0,1,0,1,1,2,2,2,2,1,1,1,1370.9231314432975,4403.626868556703,62.961703124999964,30.288296875000036,5,0
0,0,1,0,27,1,0,1,2,0,0,2,2,2,1,1,1,101.9,2681.15,0,1,0,0,0,1,1,2,0,1,1,1,2,1,3018.965635738831,-337.81563573883113,66.7036565324568,35.1963434675432,2,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,44.0,44.0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1370.9231314432975,-1326.9231314432975,62.961703124999964,-18.961703124999964,0,0
1,0,1,0,17,0,1,0,0,2,0,0,2,2,0,1,0,49.8,836.35,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1370.9231314432975,-534.5731314432975,62.961703124999964,-13.161703124999967,1,0
1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,1,0,70.0,740.0,1,0,1,1,0,1,0,2,0,0,0,0,0,0,1370.9231314432975,-630.9231314432975,62.961703124999964,7.038296875000036,0,0
1,0,0,0,25,1,2,1,0,0,0,0,0,2,0,1,0,84.8,2043.45,1,0,1,1,0,1,0,2,0,0,0,0,0,0,1370.9231314432975,672.5268685567025,62.961703124999964,21.838296875000033,2,0
0,0,1,1,16,1,0,2,1,1,1,1,1,1,0,0,0,20.4,321.4,0,0,1,1,1,0,1,7,1,2,1,0,1,0,1370.9231314432975,-1049.5231314432976,62.961703124999964,-42.561703124999966,1,0
0,0,1,0,15,1,0,1,0,0,2,0,2,0,0,1,0,84.3,1308.4,1,0,1,1,0,1,1,2,0,1,1,0,0,0,1370.9231314432975,-62.523131443297416,62.961703124999964,21.338296875000033,1,0
0,1,1,0,44,1,2,1,0,0,2,2,2,2,0,0,0,104.15,4495.65,0,0,0,1,0,1,1,2,1,1,2,1,3,1,1370.9231314432975,3124.7268685567024,62.961703124999964,41.18829687500004,3,0
0,0,1,1,70,1,2,0,2,2,2,2,2,2,2,1,1,89.0,6293.2,0,1,0,0,1,1,1,1,1,2,1,2,2,1,3683.643191800877,2609.5568081991228,66.7036565324568,22.296343467543196,5,0
1,0,1,1,63,0,1,0,0,2,2,2,0,0,2,0,1,39.35,2395.05,0,1,0,0,1,1,1,0,1,2,1,2,2,1,3683.643191800877,-1288.5931918008769,66.7036565324568,-27.353656532456803,5,0
1,0,0,0,5,0,1,0,2,0,2,2,0,0,0,0,0,40.0,223.45,1,0,1,1,1,1,1,0,0,0,0,0,2,0,1370.9231314432975,-1147.4731314432975,62.961703124999964,-22.961703124999964,0,0
0,0,0,0,26,0,1,0,0,0,2,0,2,2,0,1,1,50.35,1277.5,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1370.9231314432975,-93.4231314432975,66.7036565324568,-16.353656532456803,2,0
1,0,0,0,3,1,0,1,0,2,0,0,0,0,0,0,1,74.45,221.1,0,0,1,0,0,1,1,2,0,0,0,0,0,1,1370.9231314432975,-1149.8231314432976,66.7036565324568,7.746343467543198,0,0
0,0,1,1,68,1,2,1,0,2,2,0,0,0,2,1,1,84.4,5746.75,0,1,0,0,0,1,1,2,1,2,1,2,0,1,3683.643191800877,2063.106808199123,66.7036565324568,17.6963434675432,5,0
0,1,0,0,38,1,0,2,1,1,1,1,1,1,2,0,0,20.2,735.9,0,1,0,0,1,0,1,7,1,0,1,3,2,1,3683.643191800877,-2947.743191800877,62.961703124999964,-42.76170312499997,3,0
0,0,0,0,6,1,0,1,0,0,2,2,2,2,0,1,0,99.95,547.65,1,0,1,1,0,1,1,2,0,0,0,0,2,0,1370.9231314432975,-823.2731314432975,62.961703124999964,36.98829687500004,0,0
1,1,1,0,69,1,2,1,0,2,0,0,2,0,0,1,0,89.95,6143.15,1,0,0,1,0,1,1,2,1,1,2,1,1,1,1370.9231314432975,4772.226868556702,62.961703124999964,26.98829687500004,5,0
1,0,0,0,20,1,2,1,0,0,2,0,2,0,0,1,0,88.7,1761.45,1,0,1,1,0,1,1,2,0,0,0,0,0,0,1370.9231314432975,390.52686855670254,62.961703124999964,25.73829687500004,1,0
0,0,0,0,25,1,2,1,0,2,0,0,2,2,0,1,0,100.25,2387.75,1,0,1,1,0,1,1,2,0,0,0,0,0,0,1370.9231314432975,1016.8268685567025,62.961703124999964,37.288296875000036,2,0
1,0,1,0,50,1,2,1,0,2,0,0,2,2,1,1,0,98.25,4858.7,0,1,0,0,0,1,1,2,0,1,1,1,0,0,3018.965635738831,1839.7343642611686,62.961703124999964,35.288296875000036,4,0
0,0,1,0,29,1,0,2,1,1,1,1,1,1,0,0,0,19.85,573.05,0,0,1,1,1,0,1,7,0,1,1,0,1,0,1370.9231314432975,-797.8731314432976,62.961703124999964,-43.11170312499996,2,0
0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,0,19.45,246.25,0,0,1,1,1,0,1,7,0,0,0,0,1,0,1370.9231314432975,-1124.6731314432975,62.961703124999964,-43.51170312499997,1,0
1,0,0,0,4,0,1,0,0,0,0,0,2,2,0,1,0,44.55,174.3,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1370.9231314432975,-1196.6231314432976,62.961703124999964,-18.411703124999967,0,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,20.9,20.9,1,0,1,1,1,0,1,7,0,0,0,0,1,0,1370.9231314432975,-1350.0231314432974,62.961703124999964,-42.061703124999966,0,0
1,0,1,0,17,1,0,0,2,2,0,0,0,2,1,0,0,64.8,1175.6,0,1,0,0,1,1,1,1,0,1,1,1,0,0,3018.965635738831,-1843.3656357388313,62.961703124999964,1.838296875000033,1,0
1,0,1,1,50,1,0,1,0,2,2,2,2,2,1,1,1,103.4,5236.4,0,1,0,0,0,1,1,2,1,2,1,1,2,1,3018.965635738831,2217.4343642611684,66.7036565324568,36.6963434675432,4,0
